0.359 -0.08684399 -0.00468046
0.360 -0.08682149 -0.00468046
0.361 -0.08679849 -0.00468046
0.362 -0.08677499 -0.00468045
0.363 -0.08675098 -0.00468043
0.364 -0.08672646 -0.00468040
0.365 -0.08670142 -0.00468037
0.366 -0.08667585 -0.00468033
0.367 -0.08664975 -0.00468028
0.368 -0.08662312 -0.00468023
0.369 -0.08659595 -0.00468017
0.370 -0.08656824 -0.00468010
0.371 -0.08653997 -0.00468002
0.372 -0.08651115 -0.00467994
0.373 -0.08648177 -0.00467985
0.374 -0.08645182 -0.00467975
0.375 -0.08642130 -0.00467964
0.376 -0.08639020 -0.00467952
0.377 -0.08635852 -0.00467940
0.378 -0.08632625 -0.00467927
0.379 -0.08629338 -0.00467913
0.380 -0.08625991 -0.00467898
0.381 -0.08622584 -0.00467882
0.382 -0.08619116 -0.00467866
0.383 -0.08615585 -0.00467848
0.384 -0.08611993 -0.00467830
0.385 -0.08608337 -0.00467811
0.386 -0.08604618 -0.00467791
0.387 -0.08600835 -0.00467770
0.388 -0.08596987 -0.00467748
0.389 -0.08593074 -0.00467725
0.390 -0.08589095 -0.00467702
0.391 -0.08585049 -0.00467677
0.392 -0.08580936 -0.00467652
0.393 -0.08576755 -0.00467625
0.394 -0.08572506 -0.00467598
0.395 -0.08568188 -0.00467570
0.396 -0.08563800 -0.00467541
0.397 -0.08559341 -0.00467510
0.398 -0.08554812 -0.00467479
0.399 -0.08550211 -0.00467447
0.400 -0.08545537 -0.00467413
0.401 -0.08540791 -0.00467379
0.402 -0.08535971 -0.00467344
0.403 -0.08531077 -0.00467308
0.404 -0.08526108 -0.00467270
0.405 -0.08521063 -0.00467232
0.406 -0.08515941 -0.00467192
0.407 -0.08510743 -0.00467152
0.408 -0.08505467 -0.00467110
0.409 -0.08500113 -0.00467067
0.410 -0.08494679 -0.00467023
0.411 -0.08489165 -0.00466979
0.412 -0.08483571 -0.00466932
0.413 -0.08477896 -0.00466885
0.414 -0.08472139 -0.00466837
0.415 -0.08466299 -0.00466787
0.416 -0.08460375 -0.00466737
0.417 -0.08454368 -0.00466685
0.418 -0.08448275 -0.00466632
0.419 -0.08442097 -0.00466577
0.420 -0.08435832 -0.00466522
0.421 -0.08429480 -0.00466465
0.422 -0.08423040 -0.00466407
0.423 -0.08416511 -0.00466348
0.424 -0.08409893 -0.00466288
0.425 -0.08403185 -0.00466226
0.426 -0.08396385 -0.00466163
0.427 -0.08389494 -0.00466099
0.428 -0.08382509 -0.00466033
0.429 -0.08375432 -0.00465967
0.430 -0.08368260 -0.00465899
0.431 -0.08360993 -0.00465829
0.432 -0.08353630 -0.00465758
0.433 -0.08346170 -0.00465686
0.434 -0.08338613 -0.00465613
0.435 -0.08330957 -0.00465538
0.436 -0.08323202 -0.00465461
0.437 -0.08315347 -0.00465384
0.438 -0.08307390 -0.00465305
0.439 -0.08299333 -0.00465224
0.440 -0.08291172 -0.00465142
0.441 -0.08282908 -0.00465059
