0.541 0.01587434 -0.04202479 1.01502562
0.542 0.01592078 -0.04199431 1.01499468
0.543 0.01596722 -0.04196380 1.01496371
0.544 0.01601365 -0.04193325 1.01493271
0.545 0.01606008 -0.04190268 1.01490168
0.546 0.01610650 -0.04187207 1.01487062
0.547 0.01615291 -0.04184143 1.01483952
0.548 0.01619932 -0.04181075 1.01480839
0.549 0.01624572 -0.04178005 1.01477724
0.550 0.01629211 -0.04174932 1.01474605
0.551 0.01633849 -0.04171855 1.01471483
0.552 0.01638487 -0.04168775 1.01468358
0.553 0.01643123 -0.04165692 1.01465230
0.554 0.01647758 -0.04162607 1.01462099
0.555 0.01652393 -0.04159518 1.01458965
0.556 0.01657026 -0.04156426 1.01455828
0.557 0.01661658 -0.04153331 1.01452688
0.558 0.01666289 -0.04150232 1.01449545
0.559 0.01670918 -0.04147131 1.01446399
0.560 0.01675546 -0.04144027 1.01443250
0.561 0.01680173 -0.04140920 1.01440098
0.562 0.01684799 -0.04137810 1.01436943
0.563 0.01689423 -0.04134697 1.01433785
0.564 0.01694045 -0.04131581 1.01430624
0.565 0.01698666 -0.04128462 1.01427461
0.566 0.01703285 -0.04125340 1.01424295
0.567 0.01707903 -0.04122215 1.01421125
0.568 0.01712519 -0.04119088 1.01417953
0.569 0.01717133 -0.04115957 1.01414778
0.570 0.01721745 -0.04112824 1.01411601
0.571 0.01726356 -0.04109688 1.01408420
0.572 0.01730964 -0.04106549 1.01405237
0.573 0.01735570 -0.04103407 1.01402051
0.574 0.01740175 -0.04100262 1.01398862
0.575 0.01744777 -0.04097114 1.01395671
0.576 0.01749378 -0.04093964 1.01392477
0.577 0.01753976 -0.04090811 1.01389280
0.578 0.01758571 -0.04087655 1.01386080
0.579 0.01763165 -0.04084497 1.01382878
0.580 0.01767756 -0.04081335 1.01379673
0.581 0.01772345 -0.04078171 1.01376465
0.582 0.01776931 -0.04075005 1.01373255
0.583 0.01781515 -0.04071835 1.01370042
0.584 0.01786097 -0.04068663 1.01366826
0.585 0.01790675 -0.04065488 1.01363608
0.586 0.01795251 -0.04062311 1.01360388
0.587 0.01799825 -0.04059131 1.01357165
0.588 0.01804395 -0.04055948 1.01353939
0.589 0.01808963 -0.04052763 1.01350710
0.590 0.01813528 -0.04049575 1.01347480
0.591 0.01818090 -0.04046385 1.01344246
0.592 0.01822649 -0.04043192 1.01341011
0.593 0.01827205 -0.04039996 1.01337772
0.594 0.01831758 -0.04036798 1.01334531
0.595 0.01836308 -0.04033598 1.01331288
0.596 0.01840854 -0.04030395 1.01328043
0.597 0.01845398 -0.04027189 1.01324795
0.598 0.01849938 -0.04023981 1.01321544
0.599 0.01854474 -0.04020771 1.01318291
0.600 0.01859008 -0.04017558 1.01315036
0.601 0.01863537 -0.04014343 1.01311779
0.602 0.01868064 -0.04011125 1.01308519
0.603 0.01872587 -0.04007905 1.01305256
0.604 0.01877106 -0.04004682 1.01301992
0.605 0.01881621 -0.04001457 1.01298725
0.606 0.01886133 -0.03998230 1.01295456
